ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3
18143,M,BLACK,38-42,18,false,,Standard,Less than HS diploma,0,Drug,1-2 years,10 or more,6 or more,3 or more,4,5 or more,5 or more,false,false,3 or more,4 or more,true,2,1,false,false,false,true,false,true,false,false,false,false,false,false,1,0,0,0,,,,,,0,0,false,false,false,false,false
18144,M,BLACK,18-22,2,true,7,Standard,Less than HS diploma,0,Property,More than 3 years,4,0,0,3,0,1,false,false,1,0,false,1,0,false,false,false,false,false,false,false,false,true,true,true,false,4 or more,0,0,0,25.45454545,0.181818187,0,0,0.090909094,0,0,false,true,true,false,false
18145,M,BLACK,48 or older,6,false,3,Standard,Less than HS diploma,3 or more,Drug,Greater than 2 to 3 years,2,0,0,0,1,0,false,false,0,0,false,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,3 or more,,0,0,0,0,,,false,false,false,false,false
18146,M,WHITE,28-32,8,false,,Standard,High School Diploma,0,,1-2 years,5,0,0,1,2,2,false,true,2,0,false,1,2 or more,false,false,false,false,false,true,false,false,false,false,false,false,0,0,0,0,,,,,,1,1,false,false,false,false,false
18148,M,BLACK,23-27,6,false,7,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,Less than 1 year,4,2,1,2,0,2,false,false,1,1,true,1,0,false,false,false,false,false,true,false,false,false,false,false,false,4 or more,0,0,0,,,,,,0,0,false,true,true,false,false
18149,M,WHITE,28-32,9,false,5,Specialized,High School Diploma,1,Property,Greater than 2 to 3 years,5,1,0,3,2,0,false,false,0,1,false,0,0,false,false,false,false,false,true,true,true,true,true,false,false,0,6,1,3 or more,80.33333333,0,0,0,0,1,1.515560166,false,true,false,true,false
18151,M,BLACK,18-22,8,false,9,Specialized,Less than HS diploma,0,Property,1-2 years,2,1,0,1,1,1,false,false,0,1,false,1,1,false,false,false,false,false,true,true,false,false,true,false,true,4 or more,10 or more,3 or more,0,191.7142857,0.285714298,0,0,0,0.884500745,0.272168405,true,false,false,false,false
18152,M,BLACK,18-22,14,false,8,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,4,0,0,3,0,0,false,false,2,0,false,1,0,false,false,false,false,true,true,true,true,true,true,false,true,0,0,0,2,29,0.090909094,0,0,0,1,2,false,true,true,false,false
18153,M,BLACK,48 or older,4,false,1,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,3,2,3 or more,0,0,0,false,false,0,0,false,0,0,false,false,false,false,false,false,false,true,false,false,false,false,0,0,0,0,183.25,0,0,0,0,0,0,false,false,false,false,false
18154,M,WHITE,23-27,3,false,6,Standard,High School Diploma,1,Property,Less than 1 year,2,3,0,0,1,1,false,false,0,0,false,0,0,false,false,false,false,true,true,true,false,false,false,false,false,0,9,2,0,,,,,,0.380102041,1.863520408,false,true,true,false,false
18155,M,BLACK,18-22,11,true,10,Specialized,Less than HS diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,3,1,2,1,0,0,false,false,2,1,true,0,0,false,false,false,false,false,true,true,true,false,false,false,false,4 or more,6,3 or more,0,29.2,0.400000006,0,0,0,0,0,false,true,true,false,false
18156,M,WHITE,28-32,3,false,8,High,At least some college,0,Other,Less than 1 year,2,0,0,0,1,0,false,true,0,0,false,0,0,false,false,false,false,true,true,false,false,false,false,false,false,0,0,0,0,86.4,0,0,0,0,0,0,false,true,true,false,false
18157,M,BLACK,23-27,11,false,5,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,2,0,2,0,0,0,false,false,1,0,true,0,0,false,false,false,false,false,false,true,true,true,false,false,false,0,0,0,2,93.2,0,0,0,0,1,1.567596567,false,false,false,false,false
18158,M,BLACK,23-27,19,false,7,High,Less than HS diploma,3 or more,Property,1-2 years,3,1,2,1,0,1,false,false,1,0,true,1,0,true,false,false,false,false,true,true,true,false,false,false,false,0,0,0,2,,,,,,0,0,false,true,false,false,true
18160,M,BLACK,23-27,12,true,9,Standard,High School Diploma,0,Property,1-2 years,2,1,0,1,2,0,false,true,0,0,false,0,0,false,false,false,false,false,true,true,true,false,false,false,false,0,0,0,0,14.13333333,0,0,0,0,1,2,false,false,false,false,false
18161,M,BLACK,28-32,10,false,10,Specialized,Less than HS diploma,1,Drug,More than 3 years,4,5,0,1,4,1,false,true,1,2,false,1,2 or more,false,false,false,false,false,true,true,false,false,true,false,false,4 or more,10 or more,0,0,29.80327869,0.032786883,0.016393442,0,0,0.744224422,0.401815182,true,false,false,false,false
18162,M,BLACK,23-27,2,false,7,Standard,High School Diploma,0,,1-2 years,2,2,0,0,3,0,false,false,0,1,false,0,1,false,false,false,false,true,true,true,true,false,false,false,false,0,8,0,1,160.6666667,0,0,0,0,0.059128631,0.378890041,false,true,true,false,false
18163,M,BLACK,23-27,7,true,7,Standard,Less than HS diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,4,2,1,0,1,1,false,false,1,1,true,0,0,false,false,false,false,false,false,true,true,false,false,false,false,0,0,0,0,,,,,,0,0,false,true,false,true,false
18164,M,BLACK,43-47,11,false,3,Standard,High School Diploma,3 or more,,1-2 years,6,5,0,0,4,0,false,false,1,2,false,0,2 or more,false,false,false,false,false,true,true,false,false,false,false,false,0,5,0,0,47.28571429,0.142857149,0,0,0,0.643504532,1,false,false,false,false,false
18166,M,WHITE,28-32,3,false,7,Specialized,High School Diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,6,6 or more,3 or more,4,1,2,false,false,3 or more,4 or more,true,2,1,false,false,false,false,false,true,true,true,true,false,false,false,0,0,0,0,,,,,,0.081944444,0.507291667,false,true,true,false,false
18167,F,WHITE,28-32,16,,6,High,Less than HS diploma,2,Property,Less than 1 year,8,1,0,3,0,4,false,true,0,0,false,1,0,false,false,false,false,false,true,true,false,false,false,false,false,0,5,0,0,,,,,,0,0,true,true,true,false,false
18168,M,BLACK,23-27,5,true,7,High,At least some college,1,Property,More than 3 years,3,1,2,1,0,0,false,true,0,2,false,1,0,false,false,false,false,false,true,true,true,false,false,false,false,2,7,0,0,16.36,0.039999999,0,0,0,0,0,true,true,true,false,false
18169,M,BLACK,18-22,5,false,10,Specialized,Less than HS diploma,2,,Less than 1 year,4,0,0,0,3,3,false,false,1,0,false,0,2 or more,false,false,false,false,true,false,false,false,false,true,false,false,0,0,0,0,128.3333333,0.333333343,0,0,0,0,0,false,true,true,false,false
18170,F,WHITE,33-37,16,,10,Specialized,High School Diploma,3 or more,Drug,1-2 years,10 or more,1,0,5 or more,1,5 or more,false,false,1,3,false,3 or more,1,true,false,false,false,false,true,true,false,false,true,false,true,4 or more,10 or more,3 or more,2,33.53846154,0,0,0.07692308,0.07692308,0.798165138,1.675458716,false,true,false,true,false
18171,M,BLACK,18-22,22,false,10,Specialized,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,6,0,1,3,2,1,false,true,1,0,false,0,1,false,false,false,false,false,true,true,true,true,false,false,false,0,6,0,1,24.66666667,0.166666672,0,0,0,0,0,false,true,true,false,false
18172,M,WHITE,33-37,23,true,7,High,Less than HS diploma,3 or more,Other,Greater than 2 to 3 years,10 or more,6 or more,3 or more,0,5 or more,0,true,false,0,2,true,0,1,false,false,false,false,false,true,true,false,false,false,false,false,4 or more,1,3 or more,3 or more,17,0,0,0.071428575,0.071428575,0,0,false,true,true,false,false
18174,M,WHITE,23-27,12,false,6,High,Less than HS diploma,0,Drug,Less than 1 year,5,0,0,1,1,2,false,false,1,0,false,0,0,false,false,false,false,false,true,false,false,false,false,false,false,0,10 or more,0,0,41.125,0,0,0,0,0.996960486,1,false,true,false,true,false
18176,F,WHITE,33-37,20,,6,High,Less than HS diploma,3 or more,,1-2 years,5,1,0,0,3,1,false,false,1,1,false,0,1,false,false,false,false,false,true,false,false,false,true,false,false,3,10 or more,3 or more,0,61.04761905,0,0,0.095238097,0,0.18174727,0.284906396,false,false,false,false,false
18178,M,WHITE,28-32,24,false,6,High,Less than HS diploma,2,Drug,1-2 years,2,2,0,0,2,0,false,true,1,1,false,0,2 or more,false,false,false,false,false,true,true,false,false,false,false,false,2,6,0,0,77.71428571,0,0,0.142857149,0,0.862132353,0.671415441,false,true,false,true,false
18179,M,BLACK,18-22,12,false,8,High,Less than HS diploma,0,Other,Less than 1 year,5,3,0,0,4,2,false,true,1,3,true,0,2 or more,false,false,true,false,false,true,false,false,false,true,false,false,0,7,0,0,47.83333333,0.166666672,0,0,0,0.480836237,0.636324042,false,true,true,false,false
18180,F,BLACK,43-47,23,,8,High,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,3,1,true,true,1,4 or more,true,2,1,false,false,false,false,false,true,true,false,false,false,false,false,0,4,1,0,34.66666667,0,0.333333343,0,0,0,0,true,false,false,false,false
18182,M,WHITE,33-37,18,false,5,Standard,High School Diploma,1,Drug,Greater than 2 to 3 years,4,2,0,0,3,2,false,false,2,1,false,1,2 or more,false,false,false,false,false,true,false,false,false,false,false,false,0,6,0,0,,0,0,0,0,,,false,false,false,false,false
18185,M,BLACK,33-37,12,false,4,Standard,At least some college,0,Drug,Greater than 2 to 3 years,2,0,0,0,1,0,false,false,1,0,false,0,0,false,false,false,false,false,true,true,false,false,false,false,false,0,2,0,0,194,0,0,0,0,1,0.941365979,false,false,false,false,false
18186,M,WHITE,38-42,7,false,5,Standard,Less than HS diploma,0,Other,1-2 years,8,3,2,0,4,1,false,true,0,2,true,0,1,false,false,true,false,true,true,true,false,false,false,false,false,0,0,0,0,,,,,,0,0,true,true,true,false,false
18187,M,BLACK,33-37,12,false,4,Standard,Less than HS diploma,3 or more,Other,Less than 1 year,8,5,0,4,2,2,true,false,1,2,false,1,0,true,false,false,false,false,false,false,true,false,false,false,false,0,0,0,2,126.25,0,0,0,0,0.00990099,0.723267327,false,true,true,false,false
18188,M,BLACK,18-22,20,true,7,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,2,2,1,1,0,0,false,false,1,2,true,0,0,false,false,false,false,false,true,true,true,true,true,true,false,4 or more,5,1,1,65.25,0.375,0,0,0,0,0,false,true,true,false,false
18191,F,WHITE,23-27,9,,8,High,High School Diploma,1,Drug,1-2 years,4,0,0,0,2,2,false,false,0,0,false,0,1,false,false,false,false,false,true,true,false,false,true,false,false,4 or more,6,0,0,34,0,0,0,0,0,0,false,true,false,true,false
18192,M,BLACK,33-37,6,false,9,Specialized,Less than HS diploma,1,Property,1-2 years,10 or more,4,0,4,5 or more,1,false,false,1,2,false,2,2 or more,false,false,false,false,false,true,true,false,false,false,false,false,0,6,0,0,12.82352941,0,0.05882353,0,0.05882353,0,0,true,true,true,false,false
18193,M,WHITE,18-22,4,false,7,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,3,1,0,2,0,1,false,false,2,1,true,1,0,false,false,false,false,false,false,true,true,true,true,false,false,4 or more,0,0,0,7.939393939,0,0,0,0,0.938931298,1,false,true,false,true,false
18194,M,BLACK,18-22,7,true,7,High,Less than HS diploma,0,Other,1-2 years,2,1,0,2,0,1,false,false,0,1,false,1,0,false,false,false,false,true,true,false,true,false,false,false,false,0,7,3 or more,0,,,,,,0,0,true,true,true,false,false
18195,M,BLACK,18-22,4,false,7,Specialized,Less than HS diploma,2,Property,1-2 years,1,2,1,1,0,0,false,true,0,0,false,0,0,false,false,false,false,false,true,true,false,false,false,false,false,0,1,1,0,121.3333333,0,0,0,0,0,0,true,true,true,false,false
18196,M,BLACK,23-27,20,false,6,High,At least some college,1,Violent/Non-Sex,Greater than 2 to 3 years,5,2,1,1,1,4,false,false,1,1,true,0,2 or more,false,false,false,false,false,true,true,true,false,false,false,false,0,3,0,3 or more,,,,,,0.101214575,0.422498554,false,true,true,false,false
18197,M,BLACK,18-22,11,false,1,Standard,High School Diploma,1,Property,Less than 1 year,0,0,0,0,0,0,false,false,0,0,false,0,0,false,false,false,false,false,true,false,false,false,false,false,false,3,0,0,2,30.18181818,0.181818187,0,0,0,0,0,false,false,false,false,false
18198,M,WHITE,28-32,7,true,8,High,Less than HS diploma,3 or more,,Less than 1 year,10 or more,6 or more,2,5 or more,4,5 or more,false,true,2,4 or more,true,3 or more,1,false,false,true,false,false,false,true,false,false,false,false,false,0,0,0,3 or more,,,,,,0,0,false,true,true,false,false
18199,M,BLACK,23-27,19,false,6,High,High School Diploma,0,Property,1-2 years,6,1,0,2,2,2,false,false,2,0,false,2,0,false,false,false,false,false,true,true,false,false,false,false,false,0,0,0,0,67.53333333,0,0,0,0,0.784797631,0.360562685,false,false,false,false,false
18200,M,WHITE,38-42,25,true,4,Standard,High School Diploma,0,Property,Greater than 2 to 3 years,10 or more,6 or more,2,3,2,5 or more,true,false,3 or more,4 or more,true,1,0,true,false,false,true,false,true,false,false,false,true,true,false,3,0,0,2,75.54545455,0,0,0,0,0,0,false,true,false,true,false
18202,M,BLACK,33-37,12,false,5,Standard,Less than HS diploma,2,,More than 3 years,4,4,0,0,1,1,false,true,1,2,false,0,0,false,false,true,false,false,false,true,false,false,false,false,false,0,3,0,1,146.25,0,0,0,0,1,1.873076923,false,false,false,false,false
18204,F,WHITE,38-42,4,,6,High,High School Diploma,3 or more,Drug,Less than 1 year,4,2,0,1,1,2,false,false,1,2,false,1,2 or more,false,false,false,false,false,true,false,false,false,false,false,false,0,10 or more,0,0,21.59090909,0,0,0,0.045454547,0.938947368,0.768947368,true,true,false,false,true
18206,M,BLACK,18-22,18,true,7,Specialized,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,1,0,1,0,0,0,false,false,1,0,true,0,0,false,false,false,false,false,false,true,true,true,true,false,false,4 or more,10 or more,3 or more,0,103.625,0.375,0,0,0,0.205066345,0.881182147,true,false,false,false,false
18208,M,WHITE,23-27,14,false,6,High,High School Diploma,0,Violent/Non-Sex,More than 3 years,3,2,1,0,0,0,false,false,1,0,false,0,0,false,false,false,false,false,true,false,true,false,false,false,false,0,0,0,2,162,0.200000003,0,0,0,0.17037037,0.450925926,false,true,true,false,false
18210,M,BLACK,23-27,11,true,8,High,Less than HS diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,5,1,2,1,2,2,true,false,2,0,false,1,1,true,true,true,false,true,true,true,true,false,false,false,false,0,0,0,0,18.16666667,0,0,0,0,0,0,false,true,true,false,false
18211,M,WHITE,38-42,16,false,5,Standard,Less than HS diploma,3 or more,Property,1-2 years,2,1,0,2,0,1,false,false,2,1,false,3 or more,0,true,false,false,false,false,false,true,true,false,false,false,false,4 or more,0,0,0,,,,,,0,0,false,false,false,false,false
18212,M,BLACK,23-27,8,false,8,High,High School Diploma,3 or more,Property,Less than 1 year,2,6 or more,0,5 or more,0,1,false,false,1,1,false,3 or more,0,false,false,false,false,false,true,false,true,false,false,false,false,0,1,0,2,17.25,0.050000001,0,0,0,0.756521739,1,true,false,false,false,false
18213,M,BLACK,18-22,18,true,7,Specialized,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,3,0,1,2,0,0,false,false,0,0,true,0,0,false,false,false,false,false,false,true,true,true,true,true,false,4 or more,0,0,0,,,,,,0.736842105,1,false,true,true,false,false
18214,M,BLACK,23-27,18,true,8,High,Less than HS diploma,1,,Less than 1 year,5,6 or more,0,0,4,5 or more,false,false,2,4 or more,false,0,2 or more,false,false,false,false,false,true,false,false,false,true,false,false,4 or more,0,0,0,239,0.333333343,0.333333343,0.333333343,0,0,0,false,true,true,false,false
18215,M,WHITE,28-32,18,false,5,Standard,Less than HS diploma,1,,1-2 years,9,6 or more,3 or more,0,5 or more,4,true,false,2,3,true,0,2 or more,false,false,false,false,false,true,true,false,false,false,false,false,0,0,0,0,,,,,,0.991169978,0.806291391,false,false,false,false,false
18217,M,WHITE,43-47,17,false,2,Standard,High School Diploma,2,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,3 or more,5 or more,5 or more,4,false,true,3 or more,4 or more,false,2,2 or more,true,false,true,false,false,true,false,true,false,false,false,false,1,0,0,0,,,,,,0,0,true,true,true,false,false
18218,M,BLACK,23-27,13,true,6,High,High School Diploma,1,Other,1-2 years,6,6 or more,3 or more,1,0,2,false,false,0,4 or more,true,0,0,false,false,false,false,false,false,false,false,false,false,false,false,4 or more,2,3 or more,1,18.77777778,0,0.111111112,0,0,1,1,false,false,false,false,false
18219,M,BLACK,33-37,7,true,9,Specialized,At least some college,3 or more,Property,More than 3 years,9,5,0,5 or more,3,2,false,false,0,2,false,1,0,false,false,false,false,false,false,true,false,false,true,false,true,4 or more,0,0,0,113.5833333,0.166666672,0,0,0,0.294937638,0.53595011,false,false,false,false,false
18220,M,BLACK,28-32,20,false,6,High,At least some college,3 or more,Property,1-2 years,7,6 or more,1,4,0,3,true,false,1,2,false,1,0,false,false,false,false,false,false,true,false,false,false,false,false,0,0,0,0,258,0,0,0,0,0,0,false,true,true,false,false
18221,M,BLACK,23-27,2,true,10,Specialized,Less than HS diploma,1,Violent/Non-Sex,1-2 years,2,3,1,0,2,1,true,true,0,2,true,0,1,false,false,true,false,true,true,true,true,true,true,false,false,4 or more,10 or more,3 or more,0,8.236842105,0.157894731,0,0,0,0,0,false,true,false,true,false
18223,M,BLACK,23-27,16,true,9,Specialized,High School Diploma,2,Other,1-2 years,7,3,3 or more,2,2,1,false,true,0,1,false,1,0,false,false,false,false,true,false,true,false,false,false,false,false,1,10 or more,0,3 or more,38.5,0.200000003,0.100000001,0,0,1,3.794805195,true,true,false,true,false
18225,M,BLACK,28-32,19,false,7,High,At least some college,1,Drug,More than 3 years,3,2,0,1,3,0,false,false,2,0,false,1,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,,0.100000001,0,0,0,,,false,false,false,false,false
18227,M,BLACK,28-32,18,true,10,Standard,High School Diploma,2,Drug,1-2 years,4,6 or more,0,0,5 or more,5 or more,true,false,0,4 or more,false,0,2 or more,true,false,false,true,false,true,false,false,false,true,false,false,0,0,0,0,49.4,0.079999998,0,0.039999999,0.039999999,1,0.295748988,true,false,false,false,false
18228,M,BLACK,18-22,3,true,10,Specialized,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,6,1,1,2,1,3,true,false,0,1,true,0,0,false,false,false,false,false,true,true,true,false,false,false,false,0,0,0,1,136.6666667,0.166666672,0,0,0,0,0,false,true,true,false,false
18229,F,WHITE,28-32,14,,5,High,Less than HS diploma,2,Drug,Less than 1 year,4,6 or more,0,3,2,4,false,false,1,3,false,2,1,true,false,false,false,false,true,false,false,false,false,false,true,0,5,0,1,9.181818182,0,0,0,0.181818187,0.544554455,1,false,false,false,false,false
18232,M,BLACK,23-27,4,true,9,Specialized,High School Diploma,1,Property,1-2 years,1,0,0,1,0,0,false,true,0,0,false,0,0,false,false,false,false,false,true,false,true,false,false,false,false,4 or more,10 or more,1,1,211.5,0.5,0,0,0,0,0,true,true,true,false,false
18235,M,WHITE,23-27,12,false,8,High,Less than HS diploma,0,Property,1-2 years,6,4,1,2,1,5 or more,false,false,1,1,false,2,0,false,false,false,false,false,false,false,true,false,false,false,false,0,1,2,1,,,,,,0.198257081,0.795751634,false,true,false,true,false
18236,M,WHITE,28-32,3,false,8,High,Less than HS diploma,1,Property,1-2 years,5,0,1,4,0,1,false,false,1,0,false,2,0,false,false,false,false,true,true,false,false,false,false,false,false,0,9,2,3 or more,27.6744186,0,0,0.046511628,0,0.149579832,0.613865546,false,true,true,false,false
